Session,StartDate,EndDate,IPAddress,Progress,Duration(in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,id,NegRate1.1_1_how_bad_the_study_partner_feels,NegRate1.3_1_significance_of_the_event_for_the_study_partner,mood1_1_angry,mood1_2_happy,mood1_3_anxious,mood1_4_distressed,mood1_5_cheerful,mood1_6_calm,mood1_7_sad,mood1_8_relaxed,mood1_9_lonely,mood1_10_energetic,reframe,NegRate1.1_1_how_bad_your_study_partner_will_fill_after_reading_our_response,NegRate1.3_1_significance_of_the_event_for_the_study_partner_after_reading_your_response,regulaiton_effect-did_the_writing_changed_your_mood?,similarity_7,mood2_1_angry,mood2_2_happy ,mood2_3_anxious,mood2_4_distressed,mood2_5_cheerful,mood2_6_calm,mood2_7_sad,mood2_8_relaxed,mood2_9_lonely ,mood2_10_energetic,SSES_1_I_feel_confident_about_my_abilities,SSES_2_I_am_worried_about_whether_I_am_regarded_as_a_success_or_failure,SSES_3_I_feel_satisfied_with_the_way_my_body_looks_right_now,SSES_4_I_feel_frustrated_or_rattled_about_my_performance,SSES_5_I_feel_that_I_am_having_trouble_understanding_things_that_I_read,SSES_6_I_feel_that_others_respect_and_admire_me,SSES_7_I_am_dissatisfied_with_my_weight,SSES_8_I_feel_self-conscious.,SSES_9_I_feel_as_smart_as_others.,SSES_10_I feel displeased with myself.,SSES_11_I feel good about myself.,SSES_12_I am_pleased_with_my_appearance_right_now.,SSES_13_I_am_worried_about_what_other_people_think_of_me.,SSES_14_I_feel_confident_that_I_understand_things.,SSES_15_I_feel_inferior_to_others_at_this_moment.,SSES_16_I_feel_unattractive.,SSES_17_I feel_concerned_about_the_impression_I_am_making.,SSES_18_I_feel_that_I_have_less_scholastic_ability_right_now_than_others.,SSES_19_I_feel_like_I'm_not_doing_well.,SSES_20_I_am_worried_about_looking_foolish
4,8/20/2018 17:46,8/20/2018 17:48,98.225.117.124,100,136,1,8/20/2018 17:48,R_31bWVmgfDmYGpsH,32.29899597,-110.8309021,anonymous,EN,A3696JXTRKL2FI,4,3,1,3,2,2,4,5,2,5,2,2,I understand the stresses of feeling like you will run out of time when you have a lot to do. That said though you're in a good place if you have a lot to do. They are all things that will ultimately move your life forward and are things that will better you. I would suggest making a list and decide what you need to do by priority.,2,3,3,4,1,4,1,1,4,5,1,5,2,2,5,1,4,1,1,4,1,2,5,1,4,4,2,4,1,2,2,1,1,2
4,8/20/2018 18:08,8/20/2018 18:12,172.58.45.74,100,271,1,8/20/2018 18:12,R_11bc3MCGdBX8QOX,47.2375946,-122.3620987,anonymous,EN,A2F2DDH12YU4AK,4,4,3,1,1,1,1,3,1,2,1,2,"The thing to remember in situations like this is that it is important to focus on the positive of the situation. It's true that you're suffering from work related stress, but the only way you're able to have work related stress is because you have employment. If you didn't have any work to do, you certainly wouldn't feel any stress about the amount you needed to get accomplished, but this would only be replaced by a different stressor, the lack of things to do. When we accept that all of life is suffering, it makes it easier to put these sorts of unpleasant stresses into perspective.",3,3,3,5,3,1,1,2,1,3,1,2,1,2,4,1,1,1,1,3,5,1,5,5,1,1,1,5,1,5,1,1,1,3
4,8/20/2018 18:07,8/20/2018 18:13,172.58.142.131,100,396,1,8/20/2018 18:13,R_3h0jBgelwTvSxo3,41.90249634,-87.74009705,anonymous,EN,AGRKG3YT3KMD8,4,5,1,4,2,1,3,3,1,4,2,4,"You have a lot of work to do. But that means that you are important, in that people depend on you. When you have work to do, it means that others need you to succeed in order for them to succeed.

Not all tasks are the same. Can some of them be put off? Focus on the most important tasks. If some less important stuff misses the deadline, don't sweat it.

Also, you can reduce your amount of stress by simply getting down to work and doing it. As you check off tasks, your workload gets significantly lighter.

Maybe you can talk to your boss or your family to figure out ways to reduce your workload. Maybe spend more time, say, on classes instead of working on projects? Maybe ask for some brainstorming or ""cool down"" time? Google allows this for their employees, and they've grown to be one of the biggest companies...",2,4,1,3,1,4,1,1,4,4,1,4,1,4,4,1,4,1,1,4,1,1,4,1,4,3,1,4,1,1,1,1,1,1
4,8/20/2018 18:10,8/20/2018 18:20,108.233.81.229,100,613,1,8/20/2018 18:20,R_vrGV7xg4jOHzFjb,37.50379944,-121.5252991,anonymous,EN,A2GOYSTIL3LOV1,4,4,1,4,1,1,3,3,1,3,1,2,"It's so easy to feel overwhelmed these days. It seems like there just isn't enough time in the day. I often stress out when I feel like things are piling up, but once I actually dive in and start working on my to-do list, I realize it's not as bad as I was expecting. In fact, I try to see these situations as opportunities to work on my organizational skills and my ability to focus. Every time I can cross something off my list, I feel a sense of accomplishment. And once I get everything done, I know I'll be better prepared the next time I have a lot of things to do. Hang in there!",3,2,3,2,1,3,1,1,3,4,1,3,1,2,3,1,3,1,1,3,2,1,4,1,3,3,1,4,1,1,1,1,1,1
4,8/20/2018 18:37,8/20/2018 18:45,209.81.112.213,100,467,1,8/20/2018 18:45,R_9RXXMCdB5zKLX6V,46.11779785,-95.08920288,anonymous,EN,A3S5UROKNNCNSB,2,3,1,3,1,2,1,3,1,3,1,2,"The stress you are feeling will help you preform better and get the work done in time. Everyone feels overwhelmed from time to time, you will get through it. Having a firm deadline has been proven to help people with the quality of their work and the amount of time it takes. It is the best way to prevent procrastination. You can also imagine how good you are going to feel when all the work is done, it will be a great feeling.",2,3,2,4,1,4,1,1,2,4,1,4,1,2,4,1,2,1,1,4,4,2,5,1,4,2,1,4,1,2,1,5,1,2
4,8/20/2018 19:16,8/20/2018 19:19,174.71.60.245,100,207,1,8/20/2018 19:19,R_0dk3eWyBjQQ22id,41.29930115,-96.16660309,anonymous,EN,A3B7TNVOISSZ2O,4,3,1,4,1,1,4,5,1,4,1,3,"While you may feel pressured, this feeling can also be a good stressor. The sense that you have a lot of things to accomplish and not much time to do them in will force you to focus, and help to eliminate unnecessary tasks. Use this as an opportunity to really examine your workload, and you will likely be able to discern what's really important. You may still feel short at time, but keep track of what you accomplish and you will likely be surprised.",2,1,2,5,1,5,1,1,5,5,1,5,1,3,5,1,4,1,1,5,1,1,5,1,5,4,1,5,1,1,1,1,1,1
4,8/20/2018 20:15,8/20/2018 20:20,172.223.211.71,100,311,1,8/20/2018 20:20,R_xxcCbm3oTwW2gIF,44.92300415,-123.3435974,anonymous,EN,A1E4K9G6ZKPKX4,3,3,1,2,1,1,1,3,1,3,1,1,"This is the kind of situation that feels bad in the moment, but will eventually turn into something good. Once you finish that work you'll feel a really great sense of accomplishment. This stress isn't permanent, it isn't something that will continue forever, so it should be a bit easier to get through.",2,2,3,2,1,2,1,1,1,3,1,3,1,1,5,1,2,1,1,3,3,1,5,1,5,3,1,5,1,1,1,1,1,1
4,8/20/2018 20:21,8/20/2018 20:24,75.82.160.118,100,164,1,8/20/2018 20:24,R_117ySDqrQT4XhuX,34.19799805,-119.1725998,anonymous,EN,A2VT0REE77ZI2I,4,3,1,3,1,1,3,3,1,3,1,3,"Take a deep breath. Think of it this way, you can only do so much. If you don't get the work done then the world will still turn.",3,3,2,3,1,3,1,1,3,3,1,3,1,3,3,4,2,3,3,2,3,4,3,3,4,2,2,3,4,3,2,4,4,3
4,8/20/2018 20:25,8/20/2018 20:29,104.172.139.125,100,247,1,8/20/2018 20:29,R_8qyFb6n1f9fdExr,34.19799805,-119.1725998,anonymous,EN,A1CH3TODZNQCES,3,3,1,2,1,3,1,4,4,5,2,2,"Do not worry, you have a lot of work that is due but it is not a big deal, you are lucky to have so much work, just look at it that way, you could be in a worse situation and not have any work to due. That would mean no money though. 

This is not permanent and you will probably get a few weeks off after its all done. Next time just manage your time better and do not procrastinate I say this because I do it all the time, haha.",1,4,1,3,1,4,1,1,4,5,2,5,1,4,2,5,2,4,2,1,5,4,1,5,1,1,4,1,5,5,3,4,5,4
4,8/20/2018 20:44,8/20/2018 20:49,8.41.68.148,100,300,1,8/20/2018 20:49,R_2Cg136skFEl9MiS,43.12989807,-77.60820007,anonymous,EN,A1F34ZP6YNI98F,4,3,1,3,1,1,2,4,1,3,1,1,"Take a breathe and step back. Getting stressed happens to all of us. The best we can do is just take it one moment at a time. Looking at it piece by piece will make u feel more accomplished. We all get swept up when we feel things getting out of control, at these moments we csn refoxus ourswlves and really do a good job.",1,3,3,4,1,3,1,1,2,4,1,4,1,1,2,3,1,3,2,2,4,5,3,4,2,1,4,2,3,5,3,3,4,4
4,8/20/2018 20:34,8/20/2018 20:53,107.207.169.27,100,1157,1,8/20/2018 20:53,R_4SDAHC8vI4H3Bdf,37.834198,-122.2897034,anonymous,EN,AVBRJBJONL47I,4,4,1,2,1,1,1,4,1,2,1,1,"That certainly sounds like a very stressful situation. Is there anything you can do to alleviate your stress? Perhaps talk to someone about getting some support? Or maybe accept that some of it might not get done on time and reprioritize your goals? Such a stressful situation isn't going to help you get the work done quickly, maybe it's time to reach out to get help for improving it.",3,4,2,5,1,2,1,1,1,5,1,3,1,1,3,1,1,1,1,2,5,5,1,2,3,1,1,3,1,5,1,1,1,1
5,8/22/2018 14:56,8/22/2018 15:04,108.64.75.194,100,482,1,8/22/2018 15:04,R_2zSEs7tOGQBKtg3,38.11289978,-122.1331024,anonymous,EN,AJRY9ALX8069Y,4,4,1,1,4,4,1,1,4,1,4,2,"I am sorry to hear about your mentor. Perhaps his passing can be seen as a good thing since you can view it as him passing the baton to you. Since he is gone, it is now up to you to carry on his wishes and teachings. He lives through you and what he taught you as a mentor. Now he is free and in a better place and even though you won't see him again, he will always be with you and his teachings will always be with you, as well as the memories you shared together. You have grown as a person and I'm sure, wherever your mentor is now, he is looking down on you and smiling.",2,4,1,3,1,4,1,3,1,4,1,4,1,2,3,4,2,4,2,3,4,4,3,4,3,2,5,3,4,3,5,3,2,4
5,8/22/2018 15:03,8/22/2018 15:08,104.172.139.125,100,276,1,8/22/2018 15:08,R_3oNoEaKirNXm14e,34.19799805,-119.1725998,anonymous,EN,A1CH3TODZNQCES,5,4,1,5,4,1,2,4,4,3,2,3,"I know it is one of the hardest things in this life to lost someone you love who is close to you, it sucks and I understand. It's bad but it gets better, obviously you cannot bring them back but you can do good in their name, you can be kind to their family and offer to help around. Look at the bright side, they were your mentor and gave you the priceless gift of knowledge, something that is so precious that he will forever live inside you. Whatever does not kill you makes you stronger, and this is definitely one of those situations, there is nothing you could have done and the fact that you care so much means you are a really good person. Do not worry, you will learn from this experience and grow from it, from this tragedy learn to love your loved ones and appreciate them,",1,4,1,4,1,5,1,1,3,4,2,5,1,5,4,1,5,1,1,2,5,2,4,1,2,1,1,2,5,4,4,3,5,4
5,8/22/2018 15:08,8/22/2018 15:10,98.176.238.152,100,131,1,8/22/2018 15:10,R_2D63nP4EBZqVii2,32.63609314,-117.0531998,anonymous,EN,A39Q4SNT7SRK94,5,5,1,5,1,1,5,5,1,5,1,3,You should think of all the things that you learned and be happy that you were able to spend time with your mentor. You will feel better when you realize all that you’ve done and they wouldn’t want you to feel sad.,1,5,1,5,1,5,1,1,5,5,1,5,1,3,5,1,5,1,1,5,1,1,5,1,5,5,1,5,1,1,1,1,1,1
5,8/22/2018 15:06,8/22/2018 15:17,50.201.138.178,100,640,1,8/22/2018 15:17,R_6FsefcGBR4rUHv3,34.02470398,-84.50330353,anonymous,EN,A3D70ANCSMGX5F,4,5,2,5,1,2,5,5,2,4,1,4,"I know that your mentor has had a very meaningful impact in your life, and he will always be a part of you. However, you must take his teachings and continue his legacy in your life by taking his practices to heart and keeping him alive via your actions. God bless and it will get better",2,3,1,4,1,5,2,1,5,4,1,4,1,5,4,1,3,2,1,4,2,4,5,1,4,5,2,4,1,1,3,1,2,1
5,8/22/2018 15:14,8/22/2018 15:18,23.123.130.236,100,227,1,8/22/2018 15:18,R_3sgeG0dnHMSDmea,29.58779907,-95.22409821,anonymous,EN,A1VPQJR2V850OM,4,4,1,2,1,2,2,3,1,3,1,1,It'll be hard at first but it'll get better with time. It's good that you have positive experiences to remember your mentor by.,4,4,2,1,1,2,1,1,2,3,1,3,1,1,4,2,3,1,1,3,1,1,3,1,3,3,1,3,1,1,1,1,1,1
5,8/22/2018 15:15,8/22/2018 15:19,141.233.241.125,100,232,1,8/22/2018 15:19,R_2SdAwAg8OLXSvRI,44.05990601,-88.52780151,anonymous,EN,A1PLB1NZOE2PQ7,5,5,1,2,1,1,2,4,1,4,1,3,I know it seems tough right now having a fresh loss but it does get easier. I know it may not seem that way but it really does.,3,4,2,2,1,2,1,1,2,4,1,4,1,3,3,3,2,3,3,4,3,3,3,2,3,3,2,3,4,3,3,2,3,3
5,8/22/2018 15:16,8/22/2018 15:29,172.56.11.170,100,729,1,8/22/2018 15:29,R_2S6IFqfmeBHI613,42.42550659,-83.25330353,anonymous,EN,I volunteer to take part in this research,5,5,1,4,3,2,4,3,1,3,2,4,"While it is sad, death is a natural thing. Grief comes in waves one moment you will be fine and in the.next it hits you like a ton of bricks. Time does help, amd the immediate sharp pain goes away. I am sure your mentor would want you to celebrate the life they had, and remember the moments you had together with a smile on your face. You are learning a very valuable lesson in how to deal with grief and death. Always remember the people who you care about, that pass away, would want you too look back and remember them with a smile on your face. They would not want to see you sad, so remember them, grieve if/when you must, but try to remember that they would want you to push on, be happy, and lead the life your own life to the fullest. This could also allow you to reflect on how you want to be remembered and help steer your life down the path you truly want to follow.",3,5,2,3,1,3,2,2,4,4,3,4,2,4,3,2,1,1,1,3,4,3,4,2,3,2,2,5,2,4,3,1,2,1
5,8/22/2018 15:42,8/22/2018 15:47,71.58.114.154,100,294,1,8/22/2018 15:47,R_r2x54LXvIFLtmHT,39.96260071,-76.72769928,anonymous,EN,A27SMEOPKV84VI,4,5,2,1,4,5,1,3,3,2,1,1,I'm so sorry to hear about your mentor. I can't imagine how you feel right now. Try to remember the learning experiences you've had with this person. That's the best way to honor their memory. I'm sure they were at peace knowing that they had such a positive influence on others' lives. That's the most any of us could want when leaving this world.,3,5,2,1,1,2,4,3,1,4,3,2,1,1,3,4,2,3,1,1,1,5,3,1,2,2,5,4,1,2,2,2,1,4
5,8/22/2018 16:07,8/22/2018 16:11,98.5.89.152,100,213,1,8/22/2018 16:11,R_AmOTrlbp92XO5vH,42.94619751,-78.86160278,anonymous,EN,A1761MS0XW2OHR,5,5,1,2,1,1,1,3,1,3,1,1,"It's important to remember your memories with your mentor, and what they taught you. They may be gone, but they clearly had a lasting impact on you and your life. Be grateful for what you learned, and pay it forward.",5,5,3,1,1,2,1,1,1,3,1,3,1,1,3,1,3,1,1,1,1,1,4,1,3,3,1,5,1,1,1,1,1,1
5,8/22/2018 16:03,8/22/2018 16:14,209.81.112.213,100,655,1,8/22/2018 16:14,R_31gYBC7LHm1S1fA,46.11779785,-95.08920288,anonymous,EN,A3S5UROKNNCNSB,5,5,1,4,1,1,3,5,1,5,1,3,"Your mentor is in a better place now. While it hurts a ton to lose someone close to you, you should try to remember the happy times, as long as you remember them they are never really gone. Death is the last part of life and everyone has to deal with it eventually. You should always remember how lucky you were to have such a great mentor in your life, I'm sure you learned a lot.",5,5,4,5,1,3,2,2,1,3,2,2,1,2,4,1,2,1,1,4,3,2,5,1,4,2,1,4,1,3,1,1,1,2
5,8/22/2018 16:11,8/22/2018 16:15,131.93.146.238,100,243,1,8/22/2018 16:15,R_vlainqI1HB9LOk9,46.4822998,-90.15399933,anonymous,EN,A1ZD8RU6YB0VEU,4,4,1,4,1,1,3,3,1,3,1,2,I am so sorry for what happened to you. I never lost someone I cared for so I can't imagine how you feel. I feel you head up things will get better with time.,3,3,3,1,1,4,1,1,3,4,1,3,1,2,4,1,4,1,1,4,1,1,4,1,4,4,1,4,1,1,1,1,1,1
5,8/22/2018 16:16,8/22/2018 16:23,98.245.66.27,100,386,1,8/22/2018 16:23,R_ykJklge83UWFVyF,39.77470398,-105.103302,anonymous,EN,A2M6TJIR21BN2W,5,5,1,1,1,1,1,4,3,4,2,1,"You are off to a good start by remembering what your mentor has taught you and the relationship the both of you had. Try to never forget those times. As corny as it sounds, your mentor would be happy if you stayed positive. You can still grieve, just try to stay connected with yourself at the same time. Although your mentor is gone you still have valuable lessons you have learned from them and you should allow yourself to continue to grow from those lessons. Let yourself mourn, but try to be happy while you do. Your mentor would want that.",2,3,2,1,1,2,1,2,2,4,1,4,2,1,3,2,2,1,1,2,1,3,2,1,2,2,1,3,1,1,3,1,1,2
5,8/22/2018 17:44,8/22/2018 17:47,73.248.201.23,100,213,1,8/22/2018 17:47,R_1n6JCVfRIRatSpI,40.86689758,-74.8219986,anonymous,EN,A1XA3QOXDTGCDL,5,5,1,2,1,1,4,3,2,4,1,1,"I know it's hard to think about your mentor passing away, but death is a rather unfortunate side effect of life. None of use make it out of here alive. Instead, try to focus on the good times that you shared with this person and consider yourself blessed for having such a meaningful connection with another person in your life.

Death is never easy, but our loved ones never really leave us. We keep them alive in our hearts.",4,4,3,3,1,2,1,1,3,3,2,4,1,1,3,2,1,1,1,3,4,4,5,3,2,1,2,4,1,3,2,1,1,1
5,8/22/2018 18:18,8/22/2018 18:22,98.225.117.124,100,256,1,8/22/2018 18:22,R_p9Kiyb3GSYogFrP,32.29899597,-110.8309021,anonymous,EN,A3696JXTRKL2FI,5,5,1,4,2,1,3,5,2,4,3,2,"I'm sorry to hear that your mentor passed away. It's always hard to deal with the loss of a person, but it's definitely good that you have a lot of memories and can think back to a lot of good times. I would say take this opportunity to reach out to others that have touched your life and let them know they have while they're still around so that it can help you in the future.",2,2,3,2,1,4,1,1,3,5,1,4,2,1,4,1,5,1,1,4,2,2,5,2,4,5,2,4,1,1,1,1,1,1
5,8/22/2018 18:27,8/22/2018 18:35,23.126.202.49,100,444,1,8/22/2018 18:35,R_2vl7Q15j9mcvrsG,29.94299316,-81.74330139,anonymous,EN,AA4D4WHT4HBYW,5,5,4,2,3,4,2,2,2,1,2,4,"Mentors are meant to serve to guide us, to shape us into the people we are meant to be. Mentors live on in the lessons that they've given, and the path that they've directed you towards. It is good to mourn them. They were important to you, and it is the greatest compliment to a person's life that you pause at their passing. Remember what you shared, and live to bring meaning to the lessons they have taught.",2,5,1,3,2,3,1,2,3,3,1,4,3,2,5,5,1,2,1,4,5,5,5,5,3,1,5,4,2,5,5,1,2,5
5,8/22/2018 19:08,8/22/2018 19:12,174.71.60.245,100,247,1,8/22/2018 19:12,R_2YPr2qDBrdD6XF9,41.29930115,-96.16660309,anonymous,EN,A3B7TNVOISSZ2O,4,4,1,4,1,1,3,4,2,5,1,3,"It's really unfortunate that someone so close has passed away, but I think that it's a great opportunity to really reflect on this person's significance in your life and make sure that you're honoring your relationship. Perhaps there's someone in your life that you could assume a similar role with, or there may be opportunities to enact some of the mentorship that you've been hesitating on. There are many opportunities to continue making your mentor a blessing to your life and to others, and while he or she may not be there in person, the lessons and experiences shared from your mentor can live on, with your help.",3,4,2,3,1,4,1,1,4,5,1,4,1,3,5,1,4,1,1,5,1,1,5,1,5,4,1,5,1,1,1,1,1,1
5,8/22/2018 19:41,8/22/2018 19:53,108.233.81.229,100,690,1,8/22/2018 19:53,R_31sbIKZUQm1T0t4,37.50379944,-121.5252991,anonymous,EN,A2GOYSTIL3LOV1,5,4,1,4,1,1,3,4,1,3,1,3,"I'm sorry to hear about your mentor passing away. Clearly they were important to you, and I'm sure they would be touched to know how deeply their passing has affected you. It's completely natural to have trouble accepting what has happened. It might take quite a while for you to accept their passing, but's nice that you have so many fond memories to remember your mentor by. This will help you get through such a tough time.",3,4,2,1,1,4,1,1,4,4,1,2,1,3,4,1,3,1,1,4,1,1,5,1,4,3,1,4,1,1,2,1,1,1
5,8/22/2018 19:49,8/22/2018 19:53,172.223.211.71,100,254,1,8/22/2018 19:53,R_AtVGg8WqI1Ut7s5,44.92300415,-123.3435974,anonymous,EN,A1E4K9G6ZKPKX4,4,5,1,3,1,1,1,2,1,2,1,1,"Even though your mentor passed away, those experiences that you carry won't ever go away. You'll carry them with you, and the other people effected by them probably have similar feelings. You aren't alone. The main thing is to realize how special it is that you got to have those experiences, and try to focus on those good times that you had.",3,5,3,1,1,3,1,1,1,2,1,2,1,1,5,1,3,1,1,2,2,1,5,1,5,3,1,5,1,1,1,1,1,1
5,8/22/2018 19:59,8/22/2018 20:06,208.54.40.226,100,402,1,8/22/2018 20:06,R_UzN9l3YpXPYSDV7,42.42680359,-83.1934967,anonymous,EN,AGRKG3YT3KMD8,5,5,1,3,1,2,3,3,2,2,1,2,"Let's be honest, the death of your mentor is a terrible loss. I'm not going to sugar coat it. But now that they have passed away, it's important to remember the lessons that they gave you. The best way to honor their life is to remember their guidance, and possibly write it down before you forget it. Try to keep as much of their memory intact as possible. This way you can preserve their contribution to your life.

This situation, while harsh, is a crucible that not only teaches you how to deal with loss but also the loss of advice and guidance. Often times there won't be someone there to help you out or tell you what to do; you have to do it on your own. How will you handle the situation? Try to see how you are handling things right now, and remember your mentor's advice throughout.

Eventually you will come out of this a better person. It will take some time; don't rush yourself. But do try to remember as much of your mentor's advice as possible and put it in to action.",3,5,1,2,1,4,1,1,4,3,1,3,1,3,4,1,4,1,1,4,1,1,4,1,4,3,1,4,1,1,1,1,1,1
5,8/22/2018 20:16,8/22/2018 20:20,73.1.184.211,100,272,1,8/22/2018 20:20,R_3dNcJcPfVr1kfhC,27.07749939,-80.25869751,anonymous,EN,A2OVWCQ4B9AHFY,3,3,1,3,1,1,1,3,1,3,1,2,You will never forget the experiences you had together. Your mentor's teachings will live on through you.,2,3,3,1,1,3,1,1,1,3,1,3,1,2,5,1,1,1,1,1,4,3,5,1,3,1,1,5,1,4,1,1,2,1
5,8/22/2018 20:20,8/22/2018 20:27,107.207.169.27,100,411,1,8/22/2018 20:27,R_31WPEjrJ0NtHU0j,37.834198,-122.2897034,anonymous,EN,AVBRJBJONL47I,4,5,1,1,2,2,1,4,1,3,1,1,"I'm sorry for your loss. It is hard to lose someone you were close to, whether or not you've been with them recently. I hope that you can continue to find gratitude for your time with that person, and that you find peace in their passing. Would it be helpful to process their death by connecting with some part of their legacy?",3,4,2,5,1,2,1,1,1,5,1,4,1,1,3,1,1,1,1,2,5,2,3,2,4,1,1,3,1,5,1,1,1,1
5,8/22/2018 20:23,8/22/2018 20:27,75.133.98.246,100,217,1,8/22/2018 20:27,R_2fHVrUEGnHwStDk,41.46749878,-73.24060059,anonymous,EN,AKHH4W14A6AN9,5,5,1,2,1,1,1,4,1,4,2,1,I'm so sorry about the loss of your mentor. It is so hard when someone important to us passes away. It is so great that you were lucky enough to have a mentor and I bet your mentor appreciated and cared for you as well. What a special relationship you had. You will always have that experience and those memories to hold dear. Maybe one day you can carry on your mentor's legacy by being a mentor to someone yourself.,3,5,3,1,1,1,1,1,1,4,1,4,2,1,2,4,1,4,1,1,5,4,2,2,1,1,5,4,3,5,5,2,2,4
5,8/22/2018 20:26,8/22/2018 20:30,71.197.157.206,100,214,1,8/22/2018 20:30,R_3CJmTgZF0stFrKD,47.17709351,-122.1865005,anonymous,EN,A2VW2G52AKT86G,4,5,1,2,1,1,1,2,1,1,3,1,It's good you can think about how they've impacted your life. Now that you have that in mind though you can think about trying to spread what they've taught you to others and be a mentor to them like they were to you. Just like they were significant for you and left an impact it's now your time to do the same.,3,4,3,1,1,2,1,1,1,1,1,1,3,1,3,4,1,1,1,2,4,4,4,4,1,1,3,3,2,4,4,1,3,4
5,8/22/2018 20:27,8/22/2018 20:32,172.58.45.152,100,284,1,8/22/2018 20:32,R_3PFDrmJspfi7Yna,47.38240051,-122.313797,anonymous,EN,A2F2DDH12YU4AK,2,4,4,1,1,3,1,1,1,1,1,4,"It is always unfortunate to deal with the loss of a person who is important to us. The only thing to do is to remember that the advice you were given by your mentor was important. The best thing to do now is to use what you learned from your mentor to help other people, to both live up to the example your mentor set you, as well as to help preserve some small part of their influence in the world. By doing this, you can think of the death less as an ending and more as a passing of the torch, enabling you to offer help to other people.",2,4,3,2,4,1,1,4,1,1,1,1,1,4,4,1,1,1,1,1,5,3,5,5,1,1,1,5,3,5,1,1,5,1
5,8/22/2018 20:33,8/22/2018 20:38,67.181.28.103,100,292,1,8/22/2018 20:38,R_6J3o9EB225idpGV,38.69320679,-121.3115997,anonymous,EN,AQ9Y6WD8O72ZC,4,5,1,3,1,1,3,5,1,5,1,1,"Dear study partner,
I am sorry to hear about your loss. It must be hard for you but think about how much your mentor lives on in everything they have taught you and the difference they have made in your life. Not everyone can say that their life benefited others like your mentor benefited yours. They left their mark on this world at least with you and that makes them immortal in a way. I wish you the best.",1,3,1,1,1,3,1,1,3,4,1,5,1,1,5,1,3,1,1,2,3,1,4,1,3,2,1,3,1,1,1,1,1,2
5,8/22/2018 21:17,8/22/2018 21:31,75.82.160.118,100,832,1,8/22/2018 21:31,R_DNq6d76SCmUGTLP,34.19799805,-119.1725998,anonymous,EN,A2VT0REE77ZI2I,4,5,1,3,1,1,3,3,1,3,1,3,"You got to spend years with a wonderful person. It's hard that they are gone, but I'm sure they equipped you with the tools to move forward, and they'd be proud of you.",3,3,1,3,1,4,1,1,3,4,1,3,1,3,4,1,4,3,2,3,4,4,4,1,4,2,3,3,1,4,4,3,2,3
6,8/24/2018 15:11,8/24/2018 15:15,98.245.66.27,100,261,1,8/24/2018 15:15,R_2pSilHdQsMkT9zx,39.77470398,-105.103302,anonymous,EN,A2M6TJIR21BN2W,4,5,1,2,1,1,2,3,1,3,1,2,"You should focus on your father's knee surgery recovery and try not to assume for the worse. Just think, once he is fully recovered from surgery, his knee problems should not be an issue anymore and he will be able to concentrate on his other issues. This surgery is like checking something off his list. You should feel good for him and try to focus on the positives from this. This will get better as he recovers. It is not as bad as you think and that feeling will soon go away. Let him focus on his other health issues.",2,3,3,1,1,2,1,1,2,3,1,3,1,1,3,1,2,1,1,2,1,2,3,1,2,2,2,3,1,1,1,1,1,2
6,8/24/2018 15:18,8/24/2018 15:21,104.172.139.125,100,208,1,8/24/2018 15:21,R_z1rkvs8o9BxafIt,34.19799805,-119.1725998,anonymous,EN,A1CH3TODZNQCES,3,2,2,5,1,1,5,5,1,4,1,1,"It's kind of hard to see that, it is a surgery after all and so many things can go wrong, but just know that without this surgery things would be a lot worse. For this surgery will allow your dad to be better and to have more freedom as a human being, this situation is so good because he is getting the work needed to be done to be healthy again. Do not worry this will only make you stronger and it will be something you look back at and laugh. After this your dad will feel better and start his road to recovery.",1,4,2,2,1,5,2,1,4,5,1,5,1,3,4,1,5,1,1,2,1,2,5,1,4,5,1,1,1,2,1,1,1,1
6,8/24/2018 15:20,8/24/2018 15:28,209.81.112.213,100,505,1,8/24/2018 15:28,R_2xDDjLJqkZi2Id1,46.11779785,-95.08920288,anonymous,EN,A3S5UROKNNCNSB,3,2,1,5,1,1,4,5,1,5,1,4,"These type of knee surgeries have become quit routine. While yes it is stressful, if you father wasn't capable of handling the surgery he would not have been a candidate for it. The pain will not be so bad because they will prescribe pain killers for your father after the procedure. Becoming dependent on the pain killers would be a bigger concern for me, over him being able to deal with the pain. Also, if the doctors thought he other health issues would be a problem they would not be willing to preform the operation, he will be fine.",2,2,3,1,1,5,1,1,4,5,1,5,1,4,5,1,1,1,1,4,3,2,5,2,4,2,1,4,1,2,1,1,1,2
6,8/24/2018 15:31,8/24/2018 15:35,71.58.114.154,100,229,1,8/24/2018 15:35,R_1pQjgaNnDfera0H,39.96260071,-76.72769928,anonymous,EN,A27SMEOPKV84VI,3,5,1,2,1,1,3,4,1,4,1,2,"Surgery is scary in general, but try to remember that your father made it through. Although the recovery will be a bit painful, he will be able to move around easier in the future and have overall less pain. He is lucky to have a child that is so concerned and I'm sure you will be there to help him and you both will make it through this stronger.",2,4,2,2,1,3,1,1,3,3,1,3,1,3,3,3,2,1,1,2,4,3,3,1,3,2,3,4,1,2,3,1,1,2
